DataExtractDate,ReportPeriod,FlightType,Arrival_Departure,Domestic_International,FlightOpsCount
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,122
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Commuter,Departure,Domestic,122
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1819
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Arrival,International,26
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1816
05/01/2014 12:00:00 AM,08/01/2012 12:00:00 AM,Scheduled,Departure,International,26
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Charter,Departure,Domestic,4
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,124
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Commuter,Departure,Domestic,124
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1638
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1638
05/01/2014 12:00:00 AM,09/01/2012 12:00:00 AM,Scheduled,Departure,International,18
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Charter,Arrival,Domestic,10
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Charter,Departure,Domestic,10
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,126
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Commuter,Departure,Domestic,126
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1714
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1710
05/01/2014 12:00:00 AM,10/01/2012 12:00:00 AM,Scheduled,Departure,International,18
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Charter,Departure,Domestic,7
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,140
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Commuter,Departure,Domestic,140
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1615
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1614
05/01/2014 12:00:00 AM,11/01/2012 12:00:00 AM,Scheduled,Departure,International,17
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Charter,Arrival,Domestic,3
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Charter,Departure,Domestic,4
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Commuter,Arrival,Domestic,151
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Commuter,Departure,Domestic,151
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Arrival,Domestic,1630
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Arrival,International,28
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Departure,Domestic,1630
05/01/2014 12:00:00 AM,12/01/2012 12:00:00 AM,Scheduled,Departure,International,28
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Charter,Arrival,Domestic,2
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Charter,Departure,Domestic,3
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,141
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Commuter,Departure,Domestic,141
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1624
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Arrival,International,19
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1622
05/01/2014 12:00:00 AM,01/01/2013 12:00:00 AM,Scheduled,Departure,International,19
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Charter,Arrival,Domestic,6
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,138
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Commuter,Departure,Domestic,138
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1508
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Arrival,International,16
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1507
05/01/2014 12:00:00 AM,02/01/2013 12:00:00 AM,Scheduled,Departure,International,16
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Charter,Arrival,Domestic,5
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,185
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Commuter,Departure,Domestic,185
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1671
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Arrival,International,22
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1670
05/01/2014 12:00:00 AM,03/01/2013 12:00:00 AM,Scheduled,Departure,International,22
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Charter,Arrival,Domestic,21
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Charter,Departure,Domestic,22
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,179
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Commuter,Departure,Domestic,179
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1571
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Arrival,International,19
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1570
05/01/2014 12:00:00 AM,04/01/2013 12:00:00 AM,Scheduled,Departure,International,20
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Charter,Arrival,Domestic,12
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Charter,Departure,Domestic,10
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,181
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Commuter,Departure,Domestic,181
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1605
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1603
05/01/2014 12:00:00 AM,05/01/2013 12:00:00 AM,Scheduled,Departure,International,17
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Charter,Arrival,Domestic,23
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Charter,Departure,Domestic,24
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,190
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Commuter,Departure,Domestic,190
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1627
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Arrival,International,17
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1624
05/01/2014 12:00:00 AM,06/01/2013 12:00:00 AM,Scheduled,Departure,International,17
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Arrival,Domestic,12
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Arrival,International,2
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Departure,Domestic,6
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Charter,Departure,International,1
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,193
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Commuter,Departure,Domestic,193
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1666
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Arrival,International,21
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1671
05/01/2014 12:00:00 AM,07/01/2013 12:00:00 AM,Scheduled,Departure,International,22
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Charter,Arrival,Domestic,4
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Charter,Departure,Domestic,5
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,192
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Commuter,Departure,Domestic,192
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1632
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Arrival,International,21
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1629
05/01/2014 12:00:00 AM,08/01/2013 12:00:00 AM,Scheduled,Departure,International,21
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,181
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Commuter,Departure,Domestic,181
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1520
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Arrival,International,18
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1517
05/01/2014 12:00:00 AM,09/01/2013 12:00:00 AM,Scheduled,Departure,International,18
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Charter,Arrival,Domestic,6
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Charter,Departure,Domestic,5
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,244
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Commuter,Departure,Domestic,261
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1564
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Scheduled,Arrival,International,31
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1564
05/01/2014 12:00:00 AM,10/01/2013 12:00:00 AM,Scheduled,Departure,International,31
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Charter,Arrival,Domestic,1
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Charter,Departure,Domestic,2
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,180
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Commuter,Departure,Domestic,180
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1490
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Scheduled,Arrival,International,25
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1483
05/01/2014 12:00:00 AM,11/01/2013 12:00:00 AM,Scheduled,Departure,International,25
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Charter,Arrival,Domestic,46
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Charter,Departure,Domestic,2
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Commuter,Arrival,Domestic,203
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Commuter,Departure,Domestic,203
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Scheduled,Arrival,Domestic,1460
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Scheduled,Arrival,International,26
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Scheduled,Departure,Domestic,1506
05/01/2014 12:00:00 AM,12/01/2013 12:00:00 AM,Scheduled,Departure,International,27
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Charter,Arrival,Domestic,2
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Charter,Arrival,International,1
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Charter,Departure,Domestic,3
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,262
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Commuter,Departure,Domestic,262
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1454
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Scheduled,Arrival,International,25
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1447
05/01/2014 12:00:00 AM,01/01/2014 12:00:00 AM,Scheduled,Departure,International,24
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Charter,Arrival,Domestic,269
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Charter,Departure,Domestic,173
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,222
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Commuter,Departure,Domestic,222
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1297
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Scheduled,Arrival,International,20
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1292
05/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,Scheduled,Departure,International,20
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Charter,Arrival,Domestic,6
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Charter,Departure,Domestic,5
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,279
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Commuter,Departure,Domestic,279
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1495
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Scheduled,Arrival,International,22
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1494
05/01/2014 12:00:00 AM,03/01/2014 12:00:00 AM,Scheduled,Departure,International,23
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Charter,Arrival,Domestic,5
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Charter,Departure,Domestic,3
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,265
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Commuter,Departure,Domestic,265
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1460
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Scheduled,Arrival,International,21
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1455
07/18/2014 12:00:00 AM,04/01/2014 12:00:00 AM,Scheduled,Departure,International,21
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Charter,Arrival,Domestic,0
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Charter,Departure,Domestic,2
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,274
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Commuter,Departure,Domestic,274
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1482
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Scheduled,Arrival,International,23
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1482
07/18/2014 12:00:00 AM,05/01/2014 12:00:00 AM,Scheduled,Departure,International,22
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Charter,Arrival,Domestic,11
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Charter,Departure,Domestic,13
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,266
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Commuter,Departure,Domestic,266
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1494
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Scheduled,Arrival,International,29
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1495
08/15/2014 09:39:18 AM,06/01/2014 12:00:00 AM,Scheduled,Departure,International,30
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Charter,Departure,Domestic,0
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,272
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Commuter,Departure,Domestic,272
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1539
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Scheduled,Arrival,International,31
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1540
09/15/2014 07:00:09 AM,07/01/2014 12:00:00 AM,Scheduled,Departure,International,31
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Charter,Arrival,Domestic,2
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Charter,Departure,Domestic,4
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,269
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Commuter,Departure,Domestic,269
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1506
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Scheduled,Arrival,International,31
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1504
10/15/2014 08:00:09 AM,08/01/2014 12:00:00 AM,Scheduled,Departure,International,31
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Charter,Arrival,Domestic,6
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Charter,Departure,Domestic,5
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,269
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Commuter,Departure,Domestic,269
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1439
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Scheduled,Arrival,International,29
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1437
11/15/2014 08:00:12 AM,09/01/2014 12:00:00 AM,Scheduled,Departure,International,30
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Charter,Arrival,Domestic,8
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Charter,Departure,Domestic,4
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,292
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Commuter,Departure,Domestic,292
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1498
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Scheduled,Arrival,International,31
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1498
12/15/2014 08:00:10 AM,10/01/2014 12:00:00 AM,Scheduled,Departure,International,29
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Charter,Arrival,Domestic,6
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Charter,Arrival,International,1
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Charter,Departure,Domestic,6
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Charter,Departure,International,1
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Commuter,Arrival,Domestic,269
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Commuter,Departure,Domestic,269
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1399
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Scheduled,Arrival,International,31
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1395
01/15/2015 08:00:16 AM,11/01/2014 12:00:00 AM,Scheduled,Departure,International,31
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Scheduled,Arrival,Domestic,1696
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Scheduled,Arrival,International,40
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Scheduled,Departure,Domestic,1697
02/15/2015 08:00:17 AM,12/01/2014 12:00:00 AM,Scheduled,Departure,International,39
